old_img_id,age,sex,race,y_mediapipe,y_dlib_hog,y_mtcnn
347,0,1,3,1,1,1
349,3,0,4,1,1,1
350,4,0,3,1,1,1
351,6,0,2,0,0,1
352,6,0,0,1,0,1
353,6,0,5,1,1,1
354,4,1,0,1,0,1
355,0,1,6,1,1,1
357,3,1,0,1,1,1
358,3,1,3,1,1,1
359,2,0,6,1,1,1
360,4,1,5,1,1,1
361,1,0,4,1,1,1
362,4,0,6,1,0,1
363,1,1,1,1,1,1
364,2,0,1,1,1,1
365,3,1,5,1,1,1
366,4,0,4,1,0,1
367,3,1,1,1,1,1
368,5,1,0,1,1,1
369,4,0,2,1,0,1
370,6,0,5,1,1,1
371,4,0,4,1,1,1
372,4,0,0,1,1,1
373,3,1,6,1,1,1
374,4,0,1,1,0,1
376,6,1,5,1,1,1
377,4,0,6,1,0,1
378,6,0,5,1,1,1
379,5,1,3,1,1,1
381,4,1,0,1,1,1
382,4,1,0,1,0,1
383,3,1,2,1,1,1
384,5,0,4,1,1,1
385,3,0,0,1,1,1
386,4,0,4,1,1,1
387,2,1,2,1,1,1
390,1,1,0,1,1,1
391,2,0,2,1,1,1
392,2,1,1,1,1,1
393,1,0,5,1,1,1
395,3,1,3,1,1,1
396,0,0,4,1,1,1
397,6,0,0,1,1,1
398,2,1,4,1,0,1
399,3,0,2,1,1,1
400,5,0,1,1,1,1
401,4,0,5,1,1,1
402,4,0,1,1,1,1
403,4,0,1,1,0,1
404,3,1,5,1,0,1
405,7,0,3,1,1,1
406,3,1,5,1,1,1
407,2,0,5,1,1,1
408,4,1,3,1,1,1
409,3,0,5,1,1,1
410,3,1,5,1,1,1
411,1,0,0,1,1,1
412,4,1,3,1,1,1
413,1,0,2,1,0,1
414,4,0,1,1,0,1
415,1,1,6,1,1,1
416,1,0,4,1,1,1
417,8,0,4,0,1,1
418,4,0,3,1,1,1
420,2,0,6,1,1,1
421,2,0,0,1,1,1
422,3,0,5,1,1,1
423,1,1,2,1,0,1
424,3,0,1,1,1,1
425,3,1,6,1,0,1
426,4,1,3,1,1,1
427,3,0,6,1,0,1
428,4,1,3,1,1,1
430,3,1,5,1,1,1
431,7,0,1,1,1,1
432,2,1,2,1,0,0
433,4,1,3,1,1,1
434,4,1,5,1,0,1
435,3,0,4,1,1,1
436,0,0,1,1,1,1
437,3,1,4,1,1,1
438,3,1,1,1,1,1
439,5,1,2,1,1,1
440,3,1,3,1,1,1
441,3,1,5,1,1,1
442,5,0,3,1,1,1
443,3,0,3,0,0,1
444,3,1,1,1,1,1
445,3,0,0,1,1,1
446,5,1,2,1,1,1
447,8,0,5,1,1,1
448,4,0,0,1,1,1
449,2,0,6,1,1,1
450,1,1,0,1,1,1
451,3,1,0,1,1,1
452,5,1,6,1,0,1
453,3,1,3,1,0,1
454,3,0,3,1,1,1
456,3,0,2,1,1,1
457,0,1,5,1,0,1
458,2,1,3,1,1,1
460,3,0,0,1,1,1
462,6,0,4,1,1,1
463,1,0,2,1,0,1
464,4,0,0,1,1,1
465,4,1,6,1,1,1
466,3,1,1,1,1,1
467,1,0,3,1,1,1
468,1,0,4,1,1,1
469,1,0,6,1,1,1
470,2,1,5,1,0,1
471,3,0,4,1,1,1
472,3,1,0,1,1,1
473,5,0,3,1,1,1
474,3,1,3,1,1,1
475,3,1,3,1,1,1
476,4,0,5,0,0,1
477,3,0,1,1,1,1
478,1,1,5,1,1,1
479,4,1,3,1,1,1
480,6,1,0,1,1,1
481,3,1,3,1,1,1
483,3,0,5,1,1,1
484,2,1,2,1,1,1
485,2,1,1,1,1,1
486,4,1,4,1,1,1
487,4,1,2,1,1,1
488,4,1,2,1,1,1
489,4,1,0,1,1,1
490,3,0,4,1,1,1
491,4,0,2,0,1,1
492,2,1,0,1,1,1
493,4,1,5,1,0,1
494,4,0,3,1,1,1
495,4,1,6,1,1,1
496,3,1,0,1,1,1
497,4,0,5,1,1,1
498,5,1,0,1,1,1
500,1,0,3,1,1,1
501,0,1,3,1,0,1
502,1,1,5,1,0,1
503,3,1,0,1,1,1
504,1,0,0,1,1,1
505,0,1,1,1,1,1
506,4,0,3,1,1,1
507,1,1,1,1,1,1
508,2,1,0,1,1,1
509,1,0,0,1,1,1
510,4,0,3,1,1,1
511,2,1,0,1,1,1
512,2,0,6,1,1,1
513,3,1,3,1,1,1
514,7,0,3,1,1,1
515,1,0,2,1,0,1
516,2,1,2,1,1,1
517,1,0,0,1,1,1
518,3,1,5,1,1,1
519,3,0,3,1,1,1
520,3,0,5,0,0,1
521,3,0,1,1,1,1
522,3,1,3,1,1,1
523,4,1,3,1,1,1
524,5,0,2,1,0,1
525,5,1,2,1,1,1
526,3,0,2,1,1,1
527,4,0,3,1,1,1
528,2,1,6,1,1,1
529,3,1,5,0,0,1
530,1,0,2,1,0,1
531,3,1,5,1,1,1
532,3,1,2,1,1,1
534,4,1,2,1,1,1
537,6,1,3,1,0,1
538,3,0,0,1,1,1
539,5,0,2,1,0,1
541,4,0,5,1,1,1
542,4,0,3,1,1,1
543,3,1,1,1,1,1
544,4,1,5,1,1,1
545,5,0,1,1,1,1
546,4,0,5,1,1,1
547,2,1,6,1,1,1
548,4,0,5,1,1,1
549,6,0,5,1,1,1
550,3,0,5,1,1,1
551,5,0,6,1,1,1
552,3,0,3,1,1,1
553,3,1,1,1,1,1
554,6,0,3,1,1,1
555,7,0,5,1,1,1
556,4,0,5,1,1,1
557,1,0,1,1,1,1
558,4,1,3,1,1,1
559,5,1,3,1,0,1
560,0,0,3,1,1,1
562,2,1,3,1,1,1
563,3,1,2,1,1,1
564,4,0,2,1,0,1
565,2,1,0,1,1,1
567,4,1,3,1,1,1
568,6,0,1,1,1,1
569,6,0,4,1,1,1
570,6,0,3,1,1,1
571,4,0,2,0,0,1
572,1,0,6,1,1,1
573,1,1,6,1,1,1
575,5,1,5,1,0,1
576,4,0,5,1,1,1
577,4,0,3,1,1,1
578,1,0,5,1,1,1
579,3,0,1,1,1,1
580,1,0,0,1,1,1
582,1,1,0,1,1,1
583,5,0,0,1,0,1
584,2,0,5,1,0,1
585,3,1,2,1,1,1
586,5,0,3,1,1,1
587,2,1,1,1,1,1
588,2,1,2,1,1,1
589,6,1,6,1,1,1
590,6,0,5,1,1,1
591,2,0,2,1,0,1
592,4,1,5,1,1,1
593,2,1,5,1,1,1
594,4,1,2,1,1,1
595,1,1,6,1,1,1
598,1,0,0,1,1,1
599,3,0,1,1,1,1
600,3,1,6,1,1,1
601,6,1,3,1,1,1
602,3,1,1,1,0,0
603,5,0,5,1,1,1
604,4,0,2,1,1,1
605,3,1,4,1,1,1
606,1,1,6,1,1,1
610,6,0,4,1,1,1
611,3,1,3,1,0,0
612,3,0,5,1,1,1
613,4,1,5,1,0,1
615,4,1,1,1,1,1
616,5,0,5,1,1,1
617,5,0,6,1,1,1
618,7,1,0,1,1,1
619,5,1,2,1,1,1
620,2,0,6,1,0,1
621,3,1,6,1,1,1
622,4,1,0,1,1,1
623,4,1,1,1,1,1
624,3,1,5,1,1,1
625,3,0,6,1,1,1
626,3,1,0,1,0,1
627,4,1,4,1,1,1
628,4,1,6,1,0,1
629,5,1,5,1,1,1
630,4,1,5,0,0,0
631,1,1,6,1,1,1
632,2,0,5,1,1,1
634,1,0,6,1,1,1
635,3,1,1,1,1,1
637,2,1,0,1,1,1
638,3,0,5,1,1,1
639,3,1,3,1,1,1
640,1,0,0,1,1,1
641,3,0,1,1,1,1
642,4,0,5,1,1,1
643,4,0,3,1,1,1
644,3,1,2,1,1,1
645,4,0,5,1,1,1
646,5,0,4,1,1,1
647,4,0,4,1,1,1
648,3,0,3,1,1,1
649,2,1,1,1,1,1
650,5,1,1,1,1,1
651,4,1,3,1,1,1
652,5,1,0,1,0,1
653,6,0,2,1,1,1
655,4,0,3,1,1,1
656,4,0,5,1,1,1
657,4,0,1,1,1,1
658,6,0,5,1,1,1
659,1,0,0,1,1,1
660,4,1,6,1,1,1
662,4,0,3,0,1,1
663,2,0,5,1,0,1
664,3,1,3,1,1,1
665,4,1,3,1,1,1
666,3,0,3,1,1,1
667,4,0,4,1,0,1
669,3,0,1,1,1,1
670,6,0,5,1,1,1
671,4,0,3,1,1,1
672,3,1,1,1,1,1
673,1,0,6,1,0,1
674,5,1,2,1,1,1
675,6,0,1,1,1,1
676,4,0,1,1,1,1
677,6,1,5,1,1,1
678,5,0,4,1,1,1
679,2,1,2,1,1,1
680,3,1,6,1,1,1
681,3,1,5,1,1,1
682,3,1,6,1,1,1
683,5,1,2,0,0,1
684,4,1,6,1,1,1
685,2,1,5,1,1,1
686,4,1,3,1,1,1
687,3,0,6,1,1,1
688,2,1,5,1,1,1
689,5,1,3,1,1,1
690,6,0,3,1,1,1
691,3,0,0,1,1,1
693,5,1,4,1,1,1
694,5,0,1,1,1,1
695,3,0,4,1,1,1
696,5,0,5,1,1,1
697,2,1,3,1,1,1
698,5,0,3,1,0,1
700,5,0,1,1,1,1
701,4,0,2,1,1,1
702,1,1,5,1,1,1
703,2,1,0,1,1,1
704,3,0,4,1,0,1
705,3,0,3,1,1,1
706,4,1,6,1,1,1
707,3,0,5,1,0,1
708,5,0,4,1,0,1
709,5,0,5,1,1,1
710,3,1,3,1,1,1
711,5,0,3,1,0,1
712,3,1,4,1,1,1
713,7,1,2,1,1,1
714,4,0,1,1,0,1
715,2,0,5,0,1,1
716,3,0,3,1,0,0
718,3,0,3,1,1,1
720,4,0,0,1,0,1
721,1,1,2,1,1,1
722,3,1,3,1,0,1
723,1,0,4,1,0,1
724,0,1,3,1,1,1
725,1,0,3,1,0,1
726,2,1,4,1,0,1
727,4,1,6,1,1,1
728,3,0,1,1,1,1
729,7,1,5,1,1,1
730,2,0,6,1,1,1
731,3,1,1,1,1,1
732,3,1,1,0,0,1
733,3,0,1,1,1,1
734,0,0,0,1,0,1
735,3,0,3,1,1,1
736,1,1,1,1,1,1
737,5,0,5,0,1,1
738,3,1,2,1,1,1
739,3,1,2,1,1,1
740,2,1,5,1,1,1
741,5,0,4,1,1,1
742,5,0,3,1,0,1
744,3,1,6,1,1,1
745,5,1,5,0,0,1
746,1,0,1,1,1,1
747,3,1,0,1,0,1
748,3,1,2,1,1,1
749,1,0,5,1,1,1
750,1,0,3,1,1,1
751,2,0,6,1,1,1
752,3,1,0,1,0,1
753,2,0,4,1,1,1
754,7,1,1,1,1,1
755,1,0,2,1,1,1
756,0,1,1,1,0,1
757,3,1,0,1,1,1
758,1,0,1,1,1,1
760,4,0,0,1,1,1
762,3,1,3,1,1,1
763,4,0,3,1,1,1
764,4,1,4,1,1,1
765,2,1,3,1,1,1
767,6,0,3,0,1,1
768,4,1,4,0,1,1
769,3,0,5,1,1,1
770,7,1,5,1,1,1
771,3,0,0,1,1,1
772,2,1,4,1,1,1
773,3,1,5,1,1,1
774,2,0,5,1,0,1
775,4,0,2,1,1,1
777,1,1,5,1,1,1
778,3,0,4,1,1,1
779,4,0,2,1,0,1
780,4,0,5,1,1,1
781,6,0,5,1,1,1
782,6,0,2,1,1,1
783,3,0,3,1,1,1
784,3,1,3,1,1,1
786,5,0,1,1,1,1
787,4,1,3,1,1,1
788,5,0,1,1,1,1
789,3,0,2,1,1,1
790,1,1,3,1,1,1
791,4,1,3,1,1,1
792,4,1,6,1,1,1
794,1,0,2,1,1,1
795,4,0,6,1,0,1
796,3,1,5,1,1,1
797,4,1,5,1,1,1
798,6,0,6,1,0,0
799,1,0,2,1,1,1
800,6,0,2,1,0,1
801,2,1,2,1,1,1
802,4,1,2,1,1,1
803,2,0,0,1,1,1
804,1,0,3,1,1,1
805,4,0,3,1,1,1
806,2,1,3,1,1,1
807,3,0,0,1,1,1
808,3,1,0,1,1,1
809,5,0,0,1,1,1
810,7,1,5,1,0,1
811,5,0,4,1,1,1
812,6,0,5,1,1,1
813,4,0,3,1,0,1
814,3,1,1,1,1,1
815,1,0,1,1,1,1
816,5,0,6,1,1,1
817,4,0,1,1,1,1
818,6,1,0,1,1,1
819,3,0,3,1,1,1
820,5,0,2,1,1,1
821,3,1,4,1,1,1
822,2,1,3,1,1,1
823,6,0,3,1,1,1
824,1,1,5,1,1,1
825,5,0,0,1,1,1
826,4,0,3,1,0,1
827,4,0,2,1,1,1
828,4,1,4,0,0,1
829,1,1,2,1,1,1
830,3,1,2,1,0,1
832,1,0,0,1,1,1
833,3,0,6,1,0,1
834,3,1,5,1,1,1
835,1,0,6,1,1,1
836,5,1,5,1,0,1
837,3,1,3,1,1,1
838,4,0,4,1,1,1
839,1,0,4,1,1,1
840,5,0,2,1,0,1
841,1,0,2,1,0,1
842,6,0,1,1,0,1
843,2,0,3,1,1,1
844,1,1,3,1,1,1
845,5,0,1,1,1,1
846,1,1,5,1,0,1
847,2,1,3,1,1,1
848,3,1,2,1,1,1
849,1,1,1,1,1,1
850,3,0,2,1,1,1
851,3,1,2,1,0,1
852,2,0,4,1,1,1
853,4,1,1,1,1,1
854,3,0,1,1,1,1
855,5,0,4,1,1,1
857,5,0,1,1,1,1
858,4,0,5,1,1,1
859,4,0,4,1,0,1
860,4,0,1,1,0,1
861,4,0,4,1,1,1
862,5,1,1,1,1,1
863,4,1,0,1,1,1
864,2,0,2,1,1,1
865,3,1,3,1,1,1
867,0,1,1,1,1,1
868,5,1,1,1,1,1
869,4,1,2,1,1,1
870,1,1,6,1,1,1
871,3,1,5,1,1,1
872,2,1,6,1,1,1
873,3,1,3,1,1,1
874,3,1,1,1,1,1
875,1,0,6,1,1,1
876,3,1,6,1,1,1
877,1,0,2,1,1,1
878,4,0,1,1,1,1
880,6,1,0,1,1,1
881,6,1,4,1,1,1
882,6,1,2,1,1,1
883,1,1,6,1,1,1
884,7,1,1,1,1,1
885,5,1,3,1,1,1
886,4,0,6,1,1,1
887,2,1,2,1,1,1
888,3,0,1,1,1,1
889,7,0,3,1,1,1
890,5,1,4,1,1,1
891,2,0,1,1,0,1
892,1,0,5,1,0,1
894,3,1,5,1,1,1
895,5,0,3,1,1,1
896,5,1,2,1,1,1
897,1,0,5,1,1,1
898,5,0,3,1,1,1
899,5,1,5,1,1,1
900,3,1,2,1,1,1
901,1,0,6,1,1,1
902,5,0,3,1,1,1
903,4,0,5,1,0,1
904,4,0,5,1,1,1
905,5,1,6,1,1,1
906,4,0,6,1,1,1
907,2,1,4,1,1,1
909,3,1,0,1,1,1
910,4,0,2,1,0,1
912,3,0,5,1,1,1
914,5,0,5,1,1,1
915,5,1,3,1,1,1
916,7,1,5,1,1,1
917,3,1,3,1,1,1
918,3,1,2,1,1,1
919,1,0,2,1,1,1
920,6,1,5,1,1,1
921,1,0,2,1,0,1
922,4,0,2,1,1,1
923,1,1,6,1,1,1
924,5,0,3,1,1,1
925,4,0,6,1,1,1
926,3,0,5,1,1,1
927,5,0,5,1,0,1
928,6,0,5,1,1,1
929,3,1,5,1,1,1
931,4,1,3,1,1,1
932,2,1,3,1,1,1
933,3,1,5,1,1,1
935,3,1,6,1,1,1
936,6,1,5,1,1,1
937,1,0,0,1,1,1
938,4,0,1,1,1,1
939,4,1,3,1,1,1
940,4,1,0,1,0,1
941,1,0,2,1,1,1
942,3,1,0,1,1,1
944,4,0,6,1,0,1
945,1,0,2,1,1,1
946,1,1,2,1,1,1
947,2,1,3,1,1,1
948,4,1,0,1,1,1
950,6,0,4,1,1,1
951,5,0,5,0,1,1
952,1,0,2,1,1,1
953,5,0,4,1,1,1
954,3,1,5,1,1,1
955,1,0,4,1,0,1
956,4,1,5,1,1,1
957,1,1,6,1,1,1
958,7,1,2,1,0,1
960,3,0,5,1,1,1
961,5,0,3,1,1,1
963,5,0,4,1,1,1
964,0,1,3,1,1,1
965,5,0,1,1,1,1
966,5,1,2,1,1,1
967,3,1,4,1,1,1
968,5,0,6,1,0,0
969,3,1,6,1,0,1
970,4,0,0,0,0,1
971,4,0,6,1,1,1
972,2,0,0,1,1,1
973,4,1,2,1,0,1
974,1,0,1,1,1,1
975,6,1,2,1,1,1
976,1,0,4,1,1,1
977,3,1,0,1,0,1
978,3,0,3,1,0,1
979,3,1,5,1,1,1
980,1,1,2,1,1,1
981,4,0,2,1,0,1
982,2,1,1,1,1,1
983,3,1,1,1,0,1
984,4,1,5,1,1,1
985,5,1,0,1,1,1
986,3,0,2,0,0,1
987,3,0,1,1,1,1
988,3,0,0,1,1,1
989,1,0,6,1,1,1
990,6,0,0,1,1,1
991,3,1,5,1,1,1
992,5,0,3,1,1,1
993,5,0,2,1,1,1
994,3,1,1,1,1,1
995,2,0,6,1,1,1
996,4,0,6,1,1,1
997,4,1,1,1,1,1
998,3,1,4,1,1,1
999,4,0,3,1,1,1
1001,4,1,2,1,1,1
1002,4,1,5,1,1,1
1003,5,0,5,1,1,1
1004,6,0,0,1,1,1
1005,5,1,5,1,1,1
1006,4,1,2,1,0,1
1007,3,1,1,1,0,1
1008,0,1,0,1,1,1
1009,6,0,1,1,1,1
1010,5,1,0,1,1,1
1011,4,1,2,1,1,1
1012,3,0,0,1,1,1
1014,7,1,0,1,1,1
1015,5,0,4,1,1,1
1016,7,1,3,0,0,1
1017,4,0,5,1,1,1
1018,4,0,5,1,0,1
1019,2,1,2,1,0,1
1020,3,1,0,1,1,1
1021,2,0,1,1,1,1
1024,4,0,2,1,1,1
1025,3,1,0,1,1,1
1026,1,0,6,1,1,1
1027,6,0,0,1,1,1
1028,3,0,2,1,1,1
1029,3,0,6,1,1,1
1030,2,0,4,1,1,1
1032,5,0,3,1,0,1
1033,2,0,1,1,1,1
1034,3,0,4,1,1,1
1035,3,0,0,1,1,1
1036,2,1,3,1,1,1
1037,3,0,1,1,0,1
1038,4,1,6,1,1,1
1039,5,0,4,1,1,1
1040,4,1,4,1,1,1
1041,1,0,6,1,1,1
1042,6,1,5,1,1,1
1043,1,1,2,1,1,1
1044,3,0,1,1,0,1
1045,4,0,1,1,0,1
1047,3,0,5,1,1,1
1048,3,0,3,1,1,1
1049,2,1,2,1,0,1
1050,3,1,3,1,1,1
1051,0,1,6,1,0,1
1052,1,1,5,1,1,1
1053,3,1,1,1,1,1
1054,3,1,1,1,1,1
1055,1,1,5,1,0,1
1056,3,0,6,1,1,1
1057,3,1,1,1,0,1
1058,8,1,2,1,0,1
1059,4,0,5,1,0,1
1060,5,0,0,1,1,1
1061,3,1,3,1,1,1
1062,3,1,5,1,1,1
1063,3,0,0,1,1,1
1064,3,1,6,1,0,1
1066,4,1,1,1,1,1
1068,3,0,6,1,1,1
1069,3,1,3,1,0,1
1070,6,0,2,1,1,1
1071,1,0,3,1,1,1
1072,3,1,4,1,1,1
1073,3,1,1,1,0,1
1074,5,0,5,1,1,1
1075,3,0,1,1,1,1
1076,5,0,3,1,0,1
1077,1,0,3,1,1,1
1078,4,1,2,1,1,1
1079,4,1,3,1,1,1
1080,5,0,2,1,0,1
