old_img_id,age,sex,race,y_mediapipe,y_dlib_hog,y_mtcnn
13440,3,0,0,1,0,1
13441,5,0,5,1,1,1
13442,5,0,3,1,1,1
13443,3,0,4,1,1,1
13444,4,1,2,1,1,1
13445,4,0,1,1,1,1
13446,3,1,5,0,0,1
13448,3,1,3,1,1,1
13449,4,1,1,1,1,1
13450,2,0,5,1,1,1
13451,4,0,4,1,0,1
13452,1,1,2,1,1,1
13453,0,1,3,1,1,1
13454,3,1,0,1,1,1
13455,5,0,1,1,0,1
13456,1,1,0,1,1,1
13457,5,1,5,1,0,1
13458,7,0,6,1,1,1
13459,3,1,2,1,1,1
13460,1,1,6,1,0,1
13461,1,0,5,1,1,1
13462,7,1,4,1,0,1
13463,4,1,3,1,1,1
13464,6,0,3,0,0,1
13466,3,1,6,1,1,1
13467,3,1,4,1,1,1
13469,1,0,4,1,1,1
13471,3,1,3,1,1,1
13472,5,0,5,1,0,1
13474,3,1,0,0,0,0
13475,3,1,0,1,1,1
13476,4,1,0,1,1,1
13477,3,1,0,1,1,1
13478,1,0,0,1,1,1
13479,1,1,1,1,1,1
13480,5,0,1,1,0,1
13481,4,0,4,1,1,1
13482,4,0,4,1,1,1
13483,5,1,1,1,1,1
13484,3,0,0,1,1,1
13485,6,0,2,1,1,1
13486,2,1,4,1,1,1
13487,3,1,5,1,1,1
13488,2,0,3,1,1,1
13489,2,0,0,1,1,1
13490,2,1,5,1,1,1
13491,2,0,4,1,1,1
13492,3,0,2,1,0,1
13493,3,0,6,1,1,1
13494,5,1,2,1,1,1
13495,5,0,5,1,1,1
13496,3,0,4,1,0,1
13497,6,0,3,1,1,1
13498,3,0,2,1,1,1
13499,2,0,5,1,0,1
13501,4,0,3,1,1,1
13502,5,0,2,1,1,1
13503,2,0,3,1,1,1
13504,4,1,4,1,1,1
13505,3,0,2,1,0,1
13506,4,0,4,1,1,1
13507,3,1,4,1,0,1
13508,3,0,5,1,1,1
13509,3,0,3,1,0,1
13510,4,1,3,1,0,1
13511,3,1,4,1,1,1
13512,1,0,3,1,0,1
13513,4,1,6,1,1,1
13514,4,1,4,1,1,1
13516,4,1,3,1,1,1
13517,6,1,5,1,1,1
13518,1,1,1,1,1,1
13519,3,1,3,1,1,1
13520,3,0,3,1,1,1
13521,3,1,0,1,1,1
13522,3,1,5,1,1,1
13523,2,1,1,1,1,1
13524,5,1,1,1,1,1
13525,4,0,4,1,0,1
13526,7,1,3,1,1,1
13527,3,0,5,1,1,1
13528,3,0,3,1,1,1
13529,3,0,0,1,1,1
13530,3,1,1,1,1,1
13531,5,1,5,1,1,1
13532,7,0,1,1,0,1
13533,3,1,0,1,1,1
13534,4,1,3,1,1,1
13535,2,1,3,1,1,1
13536,1,0,0,1,1,1
13537,4,0,2,1,1,1
13538,4,1,5,1,1,1
13539,3,1,3,1,1,1
13540,3,1,3,1,0,1
13541,3,0,1,1,1,1
13542,1,0,5,1,0,1
13543,4,1,5,1,0,1
13544,3,0,1,1,1,1
13545,5,0,3,1,1,1
13546,3,1,2,1,1,1
13547,3,1,3,1,1,1
13548,3,1,3,1,1,1
13549,3,1,5,1,1,1
13550,3,0,0,1,1,1
13551,3,1,0,1,0,1
13553,4,0,4,1,0,1
13554,3,0,3,1,1,1
13555,3,0,1,1,1,1
13556,1,1,3,1,1,1
13557,5,1,0,1,1,1
13558,5,0,3,1,1,1
13559,5,0,6,1,1,1
13560,3,0,4,0,0,1
13561,4,0,1,1,1,1
13562,6,1,1,1,1,1
13565,4,1,3,1,1,1
13566,3,1,0,1,1,1
13567,2,1,3,1,1,1
13568,4,0,6,1,1,1
13569,3,1,3,1,1,1
13570,4,0,3,1,1,1
13571,1,1,5,1,1,1
13572,3,0,5,1,1,1
13573,1,1,3,1,1,1
13574,7,0,4,1,1,1
13575,4,1,1,1,0,1
13576,3,1,3,1,1,1
13577,4,0,4,1,0,1
13578,1,0,2,1,1,1
13579,6,0,5,1,0,1
13580,5,0,3,1,0,1
13581,2,1,3,1,1,1
13582,3,1,3,1,1,1
13583,6,1,5,1,1,1
13584,4,0,4,1,1,1
13585,4,1,1,1,1,1
13586,6,0,1,1,1,1
13587,1,1,4,1,1,1
13588,5,0,5,1,1,1
13589,5,0,4,1,1,1
13590,3,0,1,1,0,1
13592,4,1,3,1,1,1
13593,2,1,6,1,1,1
13594,1,1,5,1,1,1
13595,3,1,0,1,1,1
13596,5,1,4,1,1,1
13597,6,1,1,1,1,1
13598,3,0,3,1,1,1
13599,1,1,3,1,1,1
13600,1,0,1,1,1,1
13601,4,1,1,1,1,1
13602,5,0,4,1,1,1
13603,1,1,2,1,1,1
13604,1,0,2,1,1,1
13605,4,0,4,1,1,1
13606,1,1,3,0,0,1
13607,4,1,3,1,1,1
13608,1,1,5,1,1,1
13609,4,0,3,1,1,1
13610,2,0,1,1,1,1
13611,3,0,5,1,0,1
13612,5,0,0,1,1,1
13613,3,1,6,1,1,1
13614,5,0,1,1,1,1
13615,2,1,6,1,1,1
13616,3,0,2,1,0,1
13617,4,0,2,1,1,1
13618,3,1,6,1,1,1
13619,6,0,5,1,1,1
13620,1,0,1,1,1,1
13622,2,0,5,1,0,1
13623,1,1,1,1,1,1
13624,3,1,5,1,1,1
13626,3,0,1,0,0,1
13627,3,1,6,1,1,1
13628,3,1,5,0,0,0
13629,3,1,5,1,1,1
13630,2,0,6,1,1,1
13632,2,1,6,1,0,1
13633,1,0,4,1,1,1
13634,5,1,3,1,1,1
13635,3,1,6,1,1,1
13636,5,0,0,1,1,1
13638,1,1,1,1,0,1
13639,6,0,4,1,1,1
13640,4,0,2,1,1,1
13641,2,1,5,1,1,1
13642,2,1,3,1,0,1
13643,3,1,0,1,1,1
13644,4,1,2,1,0,1
13646,4,0,6,1,1,1
13647,1,0,5,1,1,1
13648,4,1,3,1,1,1
13649,5,1,6,1,1,1
13650,7,0,5,1,1,1
13651,3,1,5,1,1,1
13652,4,1,2,1,1,1
13653,2,0,0,1,1,1
13654,5,0,0,1,1,1
13655,3,0,2,1,0,1
13656,7,1,3,1,1,1
13657,6,0,1,1,1,1
13658,3,1,6,1,1,1
13659,4,0,1,1,1,1
13660,1,0,5,1,1,1
13661,3,0,4,1,0,1
13662,2,1,1,1,1,1
13663,6,1,6,1,1,1
13664,2,0,4,1,1,1
13665,3,0,4,1,1,1
13666,3,1,0,1,1,1
13667,3,1,6,1,0,1
13668,4,0,5,1,1,1
13669,4,1,0,1,1,1
13670,2,0,3,1,0,1
13671,3,0,6,1,1,1
13672,6,1,3,1,1,1
13673,1,1,4,1,1,1
13674,1,0,5,1,1,1
13676,6,1,5,1,1,1
13677,4,0,1,1,1,1
13678,2,0,5,1,1,1
13679,3,1,3,1,1,1
13681,5,1,3,1,1,1
13682,4,1,4,1,1,1
13683,3,0,2,1,0,1
13684,3,1,0,1,1,1
13685,3,1,6,1,1,1
13687,5,1,5,1,1,1
13688,3,0,1,1,1,1
13689,4,1,1,1,1,1
13690,4,0,3,1,1,1
13691,1,0,5,1,1,1
13692,3,1,5,1,1,1
13693,2,1,5,1,1,1
13694,4,0,2,1,1,1
13695,3,0,1,1,1,1
13696,5,0,6,1,0,1
13697,1,1,3,1,0,1
13698,1,1,0,1,0,1
13699,8,1,5,1,1,1
13700,1,1,1,1,1,1
13701,4,1,1,1,1,1
13702,1,0,3,1,1,1
13703,2,1,2,1,1,1
13704,0,1,6,1,1,1
13705,3,1,3,1,1,1
13706,2,0,2,1,1,1
13707,1,1,1,1,1,1
13708,1,0,0,1,1,1
13709,3,1,3,1,1,1
13710,7,0,3,1,1,1
13711,3,0,3,1,1,1
13712,2,1,0,1,1,1
13713,8,1,6,1,1,1
13714,3,0,4,1,0,1
13715,2,1,6,1,1,1
13719,3,0,3,1,1,1
13720,3,0,5,1,1,1
13721,7,0,3,1,1,1
13722,4,0,4,1,0,1
13724,4,0,1,1,0,0
13725,1,0,2,1,1,1
13726,4,0,4,1,1,1
13727,3,0,2,1,0,1
13728,4,0,1,1,0,1
13729,6,1,6,1,1,1
13730,3,0,4,1,1,1
13731,3,0,2,1,1,1
13732,1,0,2,1,1,1
13733,4,0,4,1,0,1
13734,3,0,3,1,1,1
13735,2,1,2,1,1,1
13736,3,1,3,1,1,1
13737,4,1,5,1,1,1
13738,5,0,2,1,0,1
13739,4,1,3,1,0,1
13740,7,0,4,1,1,1
13741,5,0,1,1,1,1
13742,4,1,2,1,1,1
13743,2,1,1,1,1,1
13744,2,1,5,1,1,1
13745,5,0,2,1,1,1
13746,3,0,3,1,1,1
13747,3,1,5,1,1,1
13748,6,0,6,1,1,1
13749,3,0,4,1,1,1
13750,5,0,3,1,1,1
13751,5,0,0,1,1,1
13752,3,0,3,1,0,1
13753,3,1,4,1,1,1
13754,3,1,3,1,1,1
13755,3,1,4,1,1,1
13756,4,1,5,1,0,1
13757,4,1,1,1,1,1
13758,3,1,2,1,1,1
13759,4,1,5,1,1,1
13760,3,0,0,1,1,1
13761,0,0,6,1,0,1
13762,3,0,0,1,1,1
13763,3,0,6,1,1,1
13764,0,0,2,1,1,1
13765,3,1,0,1,1,1
13766,1,1,6,1,1,1
13767,4,0,6,1,1,1
13768,1,0,0,1,1,1
13769,4,0,2,1,0,1
13770,1,1,5,1,0,1
13771,3,1,6,1,0,1
13772,3,0,3,1,1,1
13773,2,0,3,1,1,1
13774,3,1,5,1,1,1
13775,4,0,3,1,1,1
13776,3,1,6,1,1,1
13777,2,1,1,1,1,1
13778,4,0,1,1,1,1
13779,0,0,4,1,1,1
13780,1,0,4,1,1,1
13781,2,0,6,1,1,1
13782,0,1,1,1,1,1
13783,3,0,0,1,1,1
13784,0,1,6,1,1,1
13785,2,1,2,1,1,1
13786,4,1,2,1,1,1
13787,2,0,6,1,1,1
13788,1,1,2,1,1,1
13789,3,0,2,1,1,1
13790,3,1,3,1,1,1
13791,6,1,3,1,1,1
13792,3,1,5,1,1,1
13793,4,1,6,1,1,1
13794,3,0,2,1,1,1
13795,2,1,2,1,1,1
13796,7,0,1,1,1,1
13797,4,0,4,1,1,1
13798,4,1,2,1,1,1
13799,2,1,5,1,1,1
13800,3,0,6,1,0,1
13801,4,1,1,1,1,1
13802,3,1,3,1,1,1
13803,4,1,6,1,1,1
13804,4,0,0,1,0,0
13805,4,1,4,1,1,1
13806,1,1,2,1,1,1
13807,4,0,5,1,1,1
13808,4,1,2,1,1,1
13809,3,1,4,1,1,1
13810,3,0,4,1,1,1
13811,1,0,1,1,1,1
13812,3,1,4,1,1,1
13813,6,1,2,1,1,1
13814,1,0,0,1,1,1
13815,4,1,5,1,1,1
13816,4,1,6,1,1,1
13817,2,1,1,1,0,1
13818,3,1,5,1,1,1
13820,5,0,1,1,1,1
13821,1,1,0,1,1,1
13822,4,1,5,1,0,1
13823,7,1,1,1,1,1
13824,4,1,2,1,1,1
13825,4,1,5,1,1,1
13826,5,0,0,1,1,1
13827,3,1,4,1,0,1
13828,6,0,5,1,1,1
13829,4,0,2,1,0,1
13830,5,1,1,1,1,1
13831,6,0,3,1,1,1
13832,3,0,4,1,1,1
13833,1,0,5,1,1,1
13834,4,1,0,1,1,1
13835,3,1,0,1,1,1
13836,3,0,5,1,0,1
13837,5,1,6,1,1,1
13838,6,0,5,1,1,1
13839,6,1,2,1,1,1
13840,3,1,5,1,1,1
13841,4,0,4,1,0,1
13843,2,1,5,1,1,1
13844,5,0,1,1,1,1
13845,3,1,3,1,1,1
13846,1,1,2,1,0,1
13847,6,1,4,1,1,1
13848,2,1,6,1,1,1
13849,3,0,4,1,1,1
13851,7,1,4,1,0,1
13852,2,1,6,1,1,1
13853,2,0,1,1,1,1
13856,4,1,3,0,0,1
13857,5,1,1,1,1,1
13858,3,0,1,1,1,1
13859,3,1,6,1,0,1
13860,5,0,4,1,0,1
13862,7,0,6,1,1,1
13864,6,1,1,1,1,1
13865,5,0,5,1,1,1
13866,3,0,5,0,0,1
13867,5,1,0,1,1,1
13868,4,1,5,1,0,1
13870,6,0,5,1,0,1
13871,4,1,1,1,0,1
13872,1,0,4,1,1,1
13873,4,0,0,1,1,1
13874,3,0,0,1,1,1
13876,7,1,5,1,0,1
13877,1,0,3,1,0,0
13878,2,0,1,1,1,1
13879,4,1,3,1,1,1
13880,3,0,1,1,1,1
13881,5,0,0,1,0,1
13882,3,1,3,1,1,1
13883,2,1,1,1,1,1
13884,3,0,6,1,1,1
13885,3,0,5,1,0,1
13886,7,0,5,1,1,1
13887,1,0,0,1,0,1
13888,5,0,1,1,0,0
13889,5,0,4,1,1,1
13890,1,0,5,1,1,1
13891,5,1,3,1,1,1
13892,1,1,0,1,0,1
13893,5,1,2,1,0,1
13895,5,1,6,1,0,1
13896,1,1,0,1,1,1
13897,2,0,6,1,1,1
13898,6,1,3,1,1,1
13899,3,1,1,1,1,1
13900,3,0,4,1,0,1
13902,3,1,0,1,0,1
13903,5,1,3,0,0,1
13904,5,1,5,1,1,1
13905,2,1,2,1,1,1
13906,1,0,2,1,1,1
13907,4,0,1,1,1,1
13908,3,0,6,1,1,1
13909,3,1,1,1,1,1
13910,3,0,2,1,1,1
13911,5,1,3,1,1,1
13912,4,1,3,1,1,1
13913,3,0,3,1,1,1
13914,3,1,5,1,1,1
13915,1,1,0,1,1,1
13916,4,0,5,1,1,1
13917,1,1,5,1,1,1
13918,5,1,0,1,1,1
13919,2,0,0,1,1,1
13920,1,1,5,1,0,1
13921,5,0,6,1,0,1
13922,2,1,4,1,1,1
13923,1,0,2,1,1,1
13924,4,0,1,1,0,1
13925,3,0,1,1,1,1
13926,4,0,3,1,1,1
13927,5,1,3,1,0,1
13928,2,0,5,1,1,1
13929,4,0,1,1,1,1
13930,1,0,4,1,1,1
13931,2,1,1,1,1,1
13932,3,0,3,1,1,1
13933,1,1,2,1,1,1
13934,5,1,4,1,1,1
13935,4,0,4,1,1,1
13936,4,1,6,1,1,1
13937,7,0,3,1,1,1
13938,3,1,1,1,1,1
13939,7,0,3,1,0,1
13940,3,0,5,1,1,1
13942,5,0,1,1,1,1
13943,4,0,3,1,1,1
13944,4,1,6,1,1,1
13945,4,0,1,1,1,1
13946,2,1,0,1,1,1
13947,2,1,4,1,1,1
13948,3,1,1,1,1,1
13949,6,0,5,1,1,1
13950,4,1,6,1,1,1
13951,3,1,4,1,1,1
13952,4,1,1,1,1,1
13953,3,0,3,1,1,1
13955,5,0,5,1,1,1
13957,1,1,3,1,1,1
13958,3,1,0,1,1,1
13959,4,0,0,1,1,1
13960,3,0,2,1,0,1
13961,3,1,2,1,0,1
13962,1,1,2,1,1,1
13963,6,0,6,1,1,1
13964,3,1,5,1,1,1
13965,3,0,4,1,1,1
13966,4,1,4,1,1,1
13967,3,1,6,1,1,1
13968,1,1,1,1,1,1
13969,6,1,3,1,1,1
13970,4,0,4,1,1,1
13971,6,0,0,1,1,1
13972,3,1,6,1,0,1
13973,3,1,0,1,0,1
13974,5,0,4,1,0,1
13975,5,0,5,1,1,1
13976,2,1,3,1,0,0
13977,2,0,6,1,1,1
13978,5,1,0,1,1,1
13980,3,1,2,1,0,1
13981,6,0,5,1,1,1
13982,7,1,6,1,0,1
13983,5,1,5,1,0,1
13984,2,0,1,1,0,1
13985,4,0,3,1,1,1
13986,1,0,4,1,0,1
13987,3,0,6,1,1,1
13988,1,0,6,1,1,1
13989,2,1,3,1,1,1
13990,4,0,2,1,1,1
13991,4,0,2,1,0,1
13992,3,1,5,1,1,1
13993,1,0,5,1,1,1
13994,5,0,0,1,0,1
13995,3,0,0,1,1,1
13996,5,1,5,1,0,1
13997,1,1,4,1,0,1
13998,3,1,1,1,1,1
13999,1,1,0,1,1,1
14001,4,0,1,1,1,1
14002,1,0,6,1,1,1
14003,3,1,5,1,1,1
14004,5,1,4,1,1,1
14005,3,1,2,1,1,1
14006,3,0,3,1,1,1
14007,3,0,5,1,0,1
14008,4,1,1,1,1,1
14009,5,1,2,1,1,1
14010,4,0,3,1,1,1
14012,4,1,2,1,1,1
14013,3,0,1,1,1,1
14014,4,0,3,1,1,1
14015,5,1,0,1,1,1
14016,7,0,4,1,0,1
14017,3,0,3,1,1,1
14018,3,1,1,1,1,1
14019,4,1,0,1,1,1
14020,1,1,2,1,1,1
14021,2,1,3,1,0,1
14022,4,0,2,1,1,1
14023,3,1,0,1,1,1
14024,7,0,3,1,1,1
14026,3,1,5,1,1,1
14027,3,1,2,1,1,1
14028,8,0,4,1,1,1
14029,1,1,5,1,0,1
14030,5,0,1,1,1,1
14031,5,0,2,1,0,1
14032,1,1,2,1,1,1
14033,2,0,2,1,0,1
14034,4,0,5,1,1,1
14035,6,0,4,0,1,1
14036,3,1,0,0,0,0
14037,4,0,4,1,1,1
14038,4,1,2,1,0,1
14039,4,0,1,1,0,1
14040,1,1,2,1,1,1
14041,4,0,4,1,1,1
14042,3,1,5,1,1,1
14043,3,0,1,1,0,1
14044,1,0,2,1,1,1
14045,5,1,3,1,1,1
14046,6,1,0,1,1,1
14047,3,0,6,0,1,0
14048,1,0,6,1,1,1
14049,7,1,3,1,1,1
14050,4,1,4,1,1,1
14051,6,0,1,1,1,1
14052,2,1,5,1,1,1
14053,3,1,3,1,1,1
14055,3,1,2,1,1,1
14056,4,1,3,1,1,1
14057,2,1,3,1,1,1
14058,1,1,5,1,1,1
14059,2,1,1,1,0,1
14060,4,1,3,1,1,1
14061,8,1,0,1,1,1
14062,6,0,4,1,1,1
14063,5,1,2,1,1,1
14064,3,0,6,1,0,1
14065,6,0,6,1,1,1
14066,2,1,0,1,1,1
14067,4,1,0,1,1,1
14068,3,1,5,1,0,1
14069,1,0,6,1,1,1
14070,5,0,3,1,1,1
14071,5,1,1,1,1,1
14072,4,0,2,1,1,1
14074,1,1,5,1,0,1
14075,3,1,0,1,1,1
14076,3,1,6,1,1,1
14077,2,0,6,1,1,1
14079,4,1,1,0,0,1
14080,0,1,5,1,1,1
14081,3,0,4,1,1,1
14082,5,0,5,1,1,1
14083,1,1,2,1,1,1
14084,2,0,3,1,1,1
14085,5,0,1,1,0,1
14086,2,1,1,1,1,1
14087,5,0,1,1,1,1
14088,3,1,2,1,1,1
14089,4,1,2,1,1,1
14090,3,0,5,1,1,1
14091,3,1,6,1,1,1
14093,1,1,6,1,1,1
14094,3,1,5,1,1,1
14095,5,0,5,1,1,1
14096,5,0,2,1,0,1
14097,4,1,4,1,1,1
14098,6,0,4,1,1,1
14099,3,0,1,1,1,1
14100,6,0,4,1,1,1
14101,0,0,1,1,1,1
14103,2,1,3,1,1,1
14104,4,0,3,1,0,1
14105,0,0,3,1,1,1
14106,4,1,3,1,1,1
14107,4,0,5,1,1,1
14108,2,1,5,1,1,1
14109,5,0,3,1,0,1
14110,3,1,1,1,1,1
14111,2,1,2,1,1,1
14112,6,1,3,1,1,1
14113,3,1,3,1,1,1
14114,6,0,2,1,1,1
14115,2,0,2,1,1,1
14116,5,0,1,1,1,1
14117,1,1,0,1,1,1
14118,3,0,0,1,1,1
14119,4,1,3,1,1,1
14120,6,0,6,1,1,1
14121,1,0,0,1,1,1
14122,4,0,5,1,0,1
14123,3,1,3,1,1,1
14124,3,0,2,1,1,1
14125,4,0,0,1,1,1
14126,3,1,1,1,1,1
14127,5,0,1,1,1,1
14128,6,0,2,1,0,1
14129,1,1,2,1,1,1
14130,2,1,6,1,1,1
14131,4,0,1,1,1,1
14132,5,0,5,1,1,1
14133,4,0,3,1,1,1
14134,3,1,2,1,0,1
14135,3,0,2,1,1,1
14136,3,1,0,1,1,1
14137,3,1,3,1,1,1
14138,3,1,1,1,1,1
14139,4,0,2,1,0,1
14140,2,0,3,1,0,1
14141,4,1,6,1,1,1
14142,4,1,5,1,1,1
14143,3,0,3,1,1,1
14145,1,1,6,1,1,1
14146,6,0,4,1,0,1
14147,3,1,3,1,1,1
14148,5,1,2,1,1,1
14149,1,0,0,1,0,1
14150,4,0,2,1,1,1
14151,4,0,2,1,0,1
14152,3,1,1,1,1,1
14153,2,1,5,1,1,1
14154,4,0,4,1,1,1
14155,4,0,4,1,1,1
14156,4,1,1,1,0,1
14157,3,0,2,1,1,1
14158,6,0,3,1,1,1
14159,6,0,3,1,1,1
14160,3,1,3,1,1,1
14161,5,0,5,1,0,0
14162,3,0,5,1,1,1
14163,4,0,6,1,1,1
14164,4,0,4,1,1,1
14165,6,0,0,1,1,1
14166,3,1,6,1,1,1
14167,2,1,6,1,1,1
14168,1,0,6,1,0,1
14170,5,1,4,1,0,1
14171,5,1,4,1,1,1
14172,5,0,0,1,1,1
14173,4,1,5,1,0,1
14174,1,0,2,1,1,1
14175,3,1,3,1,1,1
14176,3,1,3,1,0,1
14177,4,1,3,1,1,1
14178,5,0,4,1,0,1
14179,0,0,0,1,1,1
14180,3,0,3,1,1,1
14181,2,1,6,1,0,1
14182,1,0,6,1,1,1
14183,3,0,6,1,1,1
14186,3,0,5,1,1,1
14187,4,1,2,1,1,1
14188,7,1,3,1,1,1
14189,4,1,2,1,1,1
14190,5,0,5,1,1,1
14191,3,1,3,1,0,1
14192,1,0,6,1,1,1
14193,5,0,4,1,0,1
14194,3,1,3,1,1,1
14195,5,0,6,1,1,1
14196,3,1,6,1,1,1
14197,4,0,3,1,1,1
14198,4,1,5,1,1,1
14199,1,1,2,1,1,1
14200,3,0,1,1,1,1
14201,6,1,1,1,0,1
14202,2,1,0,1,1,1
14203,2,0,5,1,1,1
14204,3,1,3,1,0,1
14205,2,1,0,1,1,1
14206,4,1,0,1,1,1
14207,4,1,6,1,1,1
14208,3,0,0,1,0,1
14209,2,1,3,1,1,1
14210,2,1,2,1,1,1
14211,2,0,5,1,1,1
14212,3,1,0,1,1,1
14213,1,0,2,1,0,1
14214,3,0,0,1,1,1
14215,0,0,2,1,1,1
14216,2,1,1,1,1,1
14217,1,1,6,0,0,0
14218,2,1,0,1,0,1
14220,3,1,0,1,1,1
14221,3,0,1,1,1,1
14223,6,0,5,1,1,1
14224,4,0,4,1,1,1
14225,2,1,3,1,1,1
14226,6,0,5,1,1,1
14227,5,0,1,1,1,1
14228,4,1,3,1,1,1
14229,4,0,5,1,1,1
14230,5,1,3,1,0,1
14231,7,0,3,1,1,1
14232,1,0,5,1,1,1
14233,4,1,3,1,0,1
14234,2,0,5,1,1,1
14235,1,1,1,1,1,1
14236,3,1,1,1,1,1
14237,1,0,1,1,0,1
14238,2,1,5,1,1,1
14239,3,0,0,1,0,1
14240,1,1,5,1,1,1
14241,5,0,5,1,0,1
14242,4,0,3,1,0,1
14243,4,0,6,1,1,1
14244,5,0,6,1,1,1
14245,3,1,5,1,1,1
14246,3,0,5,1,1,1
14247,7,1,6,1,1,1
14248,1,0,0,1,1,1
14249,5,1,2,1,1,1
14250,3,0,2,1,0,1
14251,6,0,3,1,1,1
14252,2,0,6,1,1,1
14253,3,1,0,1,1,1
14254,5,1,3,1,1,1
14255,3,0,2,1,0,1
14256,4,0,2,1,1,1
14257,6,1,6,1,1,1
14258,1,1,5,1,0,1
14259,5,0,4,1,1,1
14260,5,0,6,1,1,1
14261,3,1,6,1,0,1
14262,3,1,2,1,0,1
14263,4,1,5,1,1,1
14266,2,0,1,1,1,1
14267,2,1,3,1,1,1
14268,1,0,3,1,1,1
14269,3,1,1,1,1,1
14271,4,0,5,1,1,1
14272,4,0,1,1,0,1
14273,4,1,5,1,1,1
14274,4,1,0,1,1,1
14275,6,1,3,1,1,1
14276,2,0,5,1,1,1
14277,2,1,6,1,0,1
14279,4,0,1,1,1,1
14280,3,0,6,1,1,1
14281,4,1,5,1,1,1
14282,3,0,0,1,1,1
14283,2,0,5,1,1,1
14284,5,0,4,1,1,1
14285,3,1,2,1,0,1
14286,2,1,3,1,1,1
14287,0,1,6,1,1,1
14288,4,1,4,1,1,1
14289,6,0,4,1,1,1
14290,4,1,5,1,1,1
14291,4,1,5,1,1,1
14292,1,0,5,1,1,1
14293,3,1,3,1,1,1
14294,3,1,5,1,0,1
14295,3,1,1,1,1,1
14296,4,1,3,1,1,1
14297,1,1,2,1,1,1
14298,3,0,1,1,1,1
14299,4,1,5,1,1,1
14300,3,1,2,1,1,1
14302,3,0,2,1,1,1
14303,3,1,0,1,1,1
14304,2,1,6,1,1,1
14305,3,1,0,1,1,1
14306,1,1,1,1,0,1
14307,4,1,5,1,1,1
14308,4,0,1,1,1,1
14309,1,0,0,1,1,1
14310,3,0,5,1,1,1
14311,1,0,2,1,1,1
14313,1,1,2,1,1,1
14314,4,0,4,1,1,1
14316,4,1,0,1,1,1
14317,1,1,2,1,0,1
14319,1,1,1,1,0,1
14321,4,1,0,1,0,0
14322,3,1,1,1,0,1
14323,3,1,1,1,1,1
14325,3,0,3,1,1,1
14326,1,0,1,1,0,1
14327,5,0,3,1,1,1
14328,3,1,2,1,1,1
14329,6,0,1,1,1,1
14330,2,0,3,1,1,1
14331,6,0,6,1,1,1
14332,3,1,0,1,1,1
14333,4,1,3,1,0,1
